Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword
A2789,Data Analytics Course,149,3249,202.43,11,6,4.03,1027.0,04-Nov-24,Hyderabad,Desktop,Analyticss For Data
A2990,Data Analytics Course,99,3418,195.91,19,10,10.1,1242.0,04-Nov-24,Hyderabad,Desktop,Data Anaytics Training
A2330,Data Analytics Course,100,5805,181.27,15,4,4.0,1195.0,04-Nov-24,Hyderabad,Desktop,Learn Data Analyticss
A1068,Data Analytics Course,84,4036,234.22,23,10,11.9,1287.0,04-Nov-24,Hyderabad,Desktop,Learn Data Analyticss
A2097,Data Analytics Course,158,4574,198.9,21,8,5.06,1706.0,04-Nov-24,Hyderabad,Desktop,Learn Data Analyticss
A1936,Data Analytics Course,164,3115,232.62,10,7,4.27,1802.0,04-Nov-24,Hyderabad,Tablet,Data Analyticss Online
A2717,Data Analytics Course,115,3924,214.52,16,7,6.09,1312.0,04-Nov-24,Hyderabad,Desktop,Online Data Analytics
A1134,Data Analytics Course,188,3934,206.21,16,9,4.79,1498.65,04-Nov-24,Hyderabad,Desktop,Data Analyticss Course
A3030,Data Analytics Course,164,4909,245.06,13,3,1.83,1601.0,04-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A1190,Data Analytics Course,196,3835,218.07,10,9,4.59,1871.0,04-Nov-24,Hyderabad,Tablet,Online Data Analytics
A2464,Data Analytics Course,139,5085,182.42,11,7,5.04,1109.0,04-Nov-24,Hyderabad,Desktop,Online Data Analytics
A3574,Data Analytics Course,177,3884,219.75,29,5,2.82,1626.0,05-Nov-24,Hyderabad,Desktop,Analyticss For Data
A1702,Data Analytics Course,85,4963,186.21,14,6,7.06,1747.0,05-Nov-24,Hyderabad,Mobile,Data Analyticss Course
A2436,Data Analytics Course,117,5269,196.1,26,7,5.98,1096.0,05-Nov-24,Hyderabad,Desktop,Online Data Analytics
A2585,Data Analytics Course,194,5123,180.01,27,5,2.58,1978.0,05-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A1751,Data Analytics Course,198,4816,224.96,21,4,2.02,1601.0,05-Nov-24,Hyderabad,Mobile,Online Data Analytics
A1441,Data Analytics Course,180,3887,186.26,18,6,3.33,1048.0,05-Nov-24,Hyderabad,Desktop,Data Analyticss Course
A2334,Data Analytics Course,180,3076,227.91,12,10,5.56,1498.65,05-Nov-24,Hyderabad,Desktop,Online Data Analytics
A1455,Data Analytics Course,114,4804,249.33,14,6,5.26,1879.0,05-Nov-24,Hyderabad,Mobile,Data Analyticss Course
A1740,Data Analytics Course,122,4791,223.16,12,4,3.28,1246.0,05-Nov-24,Hyderabad,Tablet,Learn Data Analyticss
A3588,Data Analytics Course,110,3088,205.09,13,7,6.36,1061.0,05-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A2250,Data Analytics Course,197,4047,202.72,15,3,1.52,1345.0,05-Nov-24,Hyderabad,Mobile,Data Analyticss Online
A3062,Data Analytics Course,194,4598,233.86,25,4,2.06,1565.0,05-Nov-24,Hyderabad,Tablet,Data Analyticss Online
A2909,Data Analytics Course,176,3835,210.11,10,3,1.7,1025.0,05-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A2178,Data Analytics Course,152,5290,182.01,24,4,2.63,1673.0,05-Nov-24,Hyderabad,Mobile,Analyticss For Data
A3175,Data Analytics Course,124,4192,184.42,12,6,4.84,1498.65,05-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A1556,Data Analytics Course,138,3382,204.12,27,7,5.07,1386.0,05-Nov-24,Hyderabad,Tablet,Learn Data Analyticss
A2922,Data Analytics Course,189,4969,245.1,11,9,4.76,1993.0,05-Nov-24,Hyderabad,Tablet,Online Data Analytics
A1117,Data Analytics Course,114,5263,189.13,23,5,4.39,1434.0,05-Nov-24,Hyderabad,Mobile,Data Analyticss Course
A1888,Data Analytics Course,139,5143,246.3,19,5,3.6,1346.0,05-Nov-24,Hyderabad,Mobile,Data Anaytics Training
A1151,Data Analytics Course,110,3748,198.68,24,9,8.18,1041.0,05-Nov-24,Hyderabad,Tablet,Data Anaytics Training
A1926,Data Analytics Course,148,4514,203.54,23,3,2.03,1622.0,05-Nov-24,Hyderabad,Desktop,Data Analyticss Online
A2886,Data Analytics Course,191,4710,214.24,15,6,3.14,1080.0,05-Nov-24,Hyderabad,Desktop,Data Analyticss Course
A2290,Data Analytics Course,139,3533,248.96,22,4,2.88,1606.0,05-Nov-24,Hyderabad,Mobile,Data Anaytics Training
A3058,Data Analytics Course,165,5228,199.73,27,3,1.82,1829.0,05-Nov-24,Hyderabad,Mobile,Analyticss For Data
A2490,Data Analytics Course,104,5878,228.79,21,3,2.88,1101.0,05-Nov-24,Hyderabad,Mobile,Data Analyticss Course
A2683,Data Analytics Course,121,5275,234.88,23,4,3.31,1766.0,05-Nov-24,Hyderabad,Desktop,Data Analyticss Online
A2475,Data Analytics Course,139,3723,201.32,21,8,5.76,1498.65,06-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A3131,Data Analytics Course,197,5697,243.72,13,3,1.52,1154.0,06-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A2463,Data Analytics Course,86,5652,249.13,25,7,8.14,1981.0,06-Nov-24,Hyderabad,Mobile,Data Anaytics Training
A1396,Data Analytics Course,135,4505,214.64,17,9,6.67,1500.0,06-Nov-24,Hyderabad,Mobile,Online Data Analytics
A3519,Data Analytics Course,166,4096,204.43,28,5,3.01,1579.0,06-Nov-24,Hyderabad,Desktop,Learn Data Analyticss
A1528,Data Analytics Course,172,4250,235.2,28,7,4.07,1036.0,06-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A3028,Data Analytics Course,186,4352,223.95,29,3,1.61,1290.0,06-Nov-24,Hyderabad,Mobile,Data Anaytics Training
A1177,Data Analytics Course,108,5503,185.26,11,7,6.48,1921.0,06-Nov-24,Hyderabad,Mobile,Data Analyticss Online
A2749,Data Analytics Course,161,3597,218.35,29,6,3.73,1840.0,06-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A3413,Data Analytics Course,124,5949,218.12,11,10,8.06,1019.0,06-Nov-24,Hyderabad,Mobile,Online Data Analytics
A2093,Data Analytics Course,180,3072,218.47,28,9,5.0,1200.0,06-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A2080,Data Analytics Course,84,3758,232.56,26,5,5.95,1384.0,06-Nov-24,Hyderabad,Desktop,Data Analyticss Course
A3256,Data Analytics Course,166,3788,238.56,18,8,4.82,1657.0,06-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A3166,Data Analytics Course,162,3120,245.58,30,6,3.7,1952.0,06-Nov-24,Hyderabad,Mobile,Data Anaytics Training
A2853,Data Analytics Course,147,5580,230.15,15,3,2.04,1299.0,06-Nov-24,Hyderabad,Desktop,Learn Data Analyticss
A1006,Data Analytics Course,116,4480,237.79,17,5,4.31,1640.0,06-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A3547,Data Analytics Course,101,5983,185.86,10,5,4.95,1019.0,06-Nov-24,Hyderabad,Tablet,Online Data Analytics
A3009,Data Analytics Course,185,4599,248.28,15,5,2.7,1673.0,06-Nov-24,Hyderabad,Desktop,Data Analyticss Online
A2030,Data Analytics Course,173,4365,215.09062325209752,28,9,5.2,1311.0,06-Nov-24,Hyderabad,Desktop,Data Analyticss Online
A1251,Data Analytics Course,139,4629,236.96,10,6,4.32,1183.0,06-Nov-24,Hyderabad,Desktop,Data Anaytics Training
A1667,Data Analytics Course,85,4010,195.26,17,4,4.71,1853.0,06-Nov-24,Hyderabad,Mobile,Data Analyticss Online
A2188,Data Analytics Course,190,5984,209.35,14,6,3.16,1964.0,06-Nov-24,Hyderabad,Desktop,Data Analyticss Course
A3540,Data Analytics Course,185,4958,201.3,21,5,2.7,1965.0,06-Nov-24,Hyderabad,Desktop,Analyticss For Data
A2186,Data Analytics Course,158,4192,186.25,27,10,6.33,1968.0,06-Nov-24,Hyderabad,Tablet,Online Data Analytics
A1148,Data Analytics Course,180,4326,221.67,13,7,3.89,1427.0,06-Nov-24,Hyderabad,Tablet,Online Data Analytics
A1243,Data Analytics Course,165,5980,248.41,17,3,1.82,1803.0,06-Nov-24,Hyderabad,Tablet,Online Data Analytics
A2180,Data Analytics Course,111,3978,192.14,19,5,4.5,1500.0,06-Nov-24,Hyderabad,Desktop,Analyticss For Data
A1834,Data Analytics Course,82,5971,235.52,14,8,9.76,1568.0,06-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A2870,Data Analytics Course,192,3755,215.09062325209752,16,4,2.08,1805.0,06-Nov-24,Hyderabad,Desktop,Learn Data Analyticss
A2399,Data Analytics Course,170,3024,234.76,11,10,5.88,1941.0,06-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A1993,Data Analytics Course,188,4081,237.05,18,8,4.26,1846.0,06-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A1822,Data Analytics Course,167,4403,189.36,25,4,2.4,1572.0,06-Nov-24,Hyderabad,Desktop,Learn Data Analyticss
A3141,Data Analytics Course,98,5728,230.52,14,10,10.2,1322.0,07-Nov-24,Hyderabad,Mobile,Data Anaytics Training
A2344,Data Analytics Course,90,5781,200.71,28,5,5.56,1498.65,07-Nov-24,Hyderabad,Mobile,Data Analyticss Online
A1987,Data Analytics Course,97,3410,180.52,24,7,7.22,1532.0,07-Nov-24,Hyderabad,Tablet,Analyticss For Data
A1981,Data Analytics Course,96,4074,219.66,16,8,8.33,1498.65,07-Nov-24,Hyderabad,Tablet,Data Analyticss Online
A2316,Data Analytics Course,95,4939,219.43,26,3,3.16,1785.0,07-Nov-24,Hyderabad,Mobile,Data Anaytics Training
A2595,Data Analytics Course,131,3187,234.53,24,10,7.63,1656.0,07-Nov-24,Hyderabad,Mobile,Data Analyticss Course
A3084,Data Analytics Course,127,4816,245.25,23,3,2.36,1985.0,07-Nov-24,Hyderabad,Tablet,Learn Data Analyticss
A2267,Data Analytics Course,145,4799,194.74,17,6,4.14,1381.0,07-Nov-24,Hyderabad,Desktop,Analyticss For Data
A1458,Data Analytics Course,146,3887,206.59,26,9,6.16,1042.0,07-Nov-24,Hyderabad,Desktop,Online Data Analytics
A2353,Data Analytics Course,181,5612,203.66,17,3,1.66,1498.65,07-Nov-24,Hyderabad,Tablet,Data Anaytics Training
A2038,Data Analytics Course,135,5054,224.03,16,6,4.44,1765.0,07-Nov-24,Hyderabad,Mobile,Data Anaytics Training
A2479,Data Analytics Course,109,3933,189.73,11,4,3.67,1700.0,07-Nov-24,Hyderabad,Desktop,Data Analyticss Online
A2271,Data Analytics Course,183,3363,212.08,10,9,4.92,1511.0,07-Nov-24,Hyderabad,Tablet,Data Analyticss Online
A3054,Data Analytics Course,112,5143,242.96,18,3,2.68,1029.0,07-Nov-24,Hyderabad,Mobile,Data Anaytics Training
A2524,Data Analytics Course,141,4329,230.44,14,6,4.26,1610.0,07-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A3229,Data Analytics Course,121,3122,237.57,29,6,4.96,1796.0,07-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A2711,Data Analytics Course,186,4679,241.7,19,9,4.84,1333.0,07-Nov-24,Hyderabad,Tablet,Online Data Analytics
A2709,Data Analytics Course,82,4340,186.61,17,3,3.66,1092.0,07-Nov-24,Hyderabad,Desktop,Data Anaytics Training
A1159,Data Analytics Course,150,4806,244.53,15,9,6.0,1602.0,07-Nov-24,Hyderabad,Mobile,Data Analyticss Online
A2225,Data Analytics Course,125,5103,221.93,30,7,5.6,1398.0,08-Nov-24,Hyderabad,Tablet,Analyticss For Data
A2223,Data Analytics Course,133,4286,216.16,18,9,6.77,1839.0,08-Nov-24,Hyderabad,Desktop,Data Analyticss Online
A2325,Data Analytics Course,156,5634,247.45,16,5,3.21,1925.0,08-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A3018,Data Analytics Course,110,5790,215.09062325209752,23,9,8.18,1463.0,08-Nov-24,Hyderabad,Tablet,Data Analyticss Online
A2049,Data Analytics Course,194,5620,194.91,22,10,5.15,1607.0,08-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A2328,Data Analytics Course,189,5335,181.46,27,9,4.76,1734.0,08-Nov-24,Hyderabad,Mobile,Online Data Analytics
A2953,Data Analytics Course,155,5030,234.41,13,5,3.23,1113.0,08-Nov-24,Hyderabad,Mobile,Online Data Analytics
A2319,Data Analytics Course,186,3392,218.16,29,7,3.76,1012.0,08-Nov-24,Hyderabad,Desktop,Analyticss For Data
A2071,Data Analytics Course,90,4424,219.77,10,4,4.44,1396.0,08-Nov-24,Hyderabad,Desktop,Data Analyticss Online
A2276,Data Analytics Course,193,4523,199.27,13,9,4.66,1612.0,08-Nov-24,Hyderabad,Mobile,Data Analyticss Online
A1950,Data Analytics Course,114,4333,192.81,26,6,5.26,1722.0,08-Nov-24,Hyderabad,Tablet,Data Anaytics Training
A3041,Data Analytics Course,139,5326,241.7,29,5,3.6,1423.0,08-Nov-24,Hyderabad,Mobile,Analyticss For Data
A2786,Data Analytics Course,114,4523,223.69,20,3,2.63,1845.0,08-Nov-24,Hyderabad,Desktop,Data Anaytics Training
A3306,Data Analytics Course,195,4067,220.61,20,8,4.1,1767.0,08-Nov-24,Hyderabad,Desktop,Data Analyticss Course
A1203,Data Analytics Course,170,5476,186.29,25,4,2.35,1731.0,08-Nov-24,Hyderabad,Mobile,Analyticss For Data
A2893,Data Analytics Course,139,4865,206.18,25,9,6.47,1836.0,08-Nov-24,Hyderabad,Desktop,Data Analyticss Online
A2818,Data Analytics Course,137,4817,215.09062325209752,17,6,4.38,1720.0,08-Nov-24,Hyderabad,Mobile,Data Analyticss Course
A3593,Data Analytics Course,189,5944,202.89,28,5,2.65,1360.0,08-Nov-24,Hyderabad,Mobile,Data Analyticss Course
A3361,Data Analytics Course,167,5140,228.32,28,9,5.39,1056.0,08-Nov-24,Hyderabad,Mobile,Data Analyticss Online
A2813,Data Analytics Course,148,4038,248.37,28,3,2.03,1549.0,08-Nov-24,Hyderabad,Mobile,Online Data Analytics
A2720,Data Analytics Course,92,5952,192.35,30,4,4.35,1335.0,08-Nov-24,Hyderabad,Mobile,Data Analyticss Online
A3571,Data Analytics Course,139,5386,220.23,23,5,3.6,1462.0,08-Nov-24,Hyderabad,Desktop,Data Analyticss Online
A1674,Data Analytics Course,113,3281,241.85,16,6,5.31,1498.65,08-Nov-24,Hyderabad,Tablet,Data Analyticss Online
A3546,Data Analytics Course,93,4157,206.1,30,8,8.6,1129.0,08-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A2707,Data Analytics Course,173,5992,230.26,11,5,2.89,1683.0,08-Nov-24,Hyderabad,Mobile,Data Anaytics Training
A1269,Data Analytics Course,178,5029,189.79,25,8,4.49,1510.0,09-Nov-24,Hyderabad,Desktop,Data Anaytics Training
A3090,Data Analytics Course,159,4047,205.62,24,3,1.89,1177.0,09-Nov-24,Hyderabad,Tablet,Analyticss For Data
A3307,Data Analytics Course,126,3931,212.16,20,9,7.14,1537.0,09-Nov-24,Hyderabad,Desktop,Learn Data Analyticss
A2575,Data Analytics Course,139,3322,205.85,24,4,2.88,1031.0,09-Nov-24,Hyderabad,Tablet,Data Anaytics Training
A1580,Data Analytics Course,192,4523,180.82,27,4,2.08,1847.0,09-Nov-24,Hyderabad,Mobile,Data Anaytics Training
A1473,Data Analytics Course,171,5157,183.26,24,9,5.26,1430.0,09-Nov-24,Hyderabad,Desktop,Data Analyticss Online
A1497,Data Analytics Course,181,4935,239.29,15,5,2.76,1497.0,09-Nov-24,Hyderabad,Desktop,Data Anaytics Training
A3499,Data Analytics Course,171,4549,181.87,18,3,1.75,1965.0,09-Nov-24,Hyderabad,Mobile,Analyticss For Data
A2098,Data Analytics Course,162,5911,232.03,12,7,4.32,1613.0,09-Nov-24,Hyderabad,Tablet,Data Analyticss Online
A1639,Data Analytics Course,133,4780,198.66,22,4,3.01,1905.0,09-Nov-24,Hyderabad,Tablet,Online Data Analytics
A2410,Data Analytics Course,82,4898,215.11,25,8,9.76,1776.0,09-Nov-24,Hyderabad,Tablet,Analyticss For Data
A1994,Data Analytics Course,87,4840,205.72,16,6,6.9,1040.0,09-Nov-24,Hyderabad,Desktop,Online Data Analytics
A2774,Data Analytics Course,111,3278,189.58,25,5,4.5,1882.0,09-Nov-24,Hyderabad,Mobile,Data Anaytics Training
A3067,Data Analytics Course,88,5093,222.28,13,9,10.23,1185.0,09-Nov-24,Hyderabad,Desktop,Online Data Analytics
A3379,Data Analytics Course,91,4176,216.63,20,8,8.79,1502.0,09-Nov-24,Hyderabad,Mobile,Data Analyticss Course
A2844,Data Analytics Course,136,5249,199.26,25,9,6.62,1142.0,09-Nov-24,Hyderabad,Desktop,Analyticss For Data
A1037,Data Analytics Course,123,5131,215.09062325209752,19,5,4.07,1307.0,09-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A1771,Data Analytics Course,131,4774,240.53,24,7,5.34,1498.65,09-Nov-24,Hyderabad,Tablet,Data Anaytics Training
A1601,Data Analytics Course,118,3274,222.62,10,3,2.54,1716.0,09-Nov-24,Hyderabad,Tablet,Analyticss For Data
A3023,Data Analytics Course,124,5437,180.54,29,7,5.65,1564.0,09-Nov-24,Hyderabad,Desktop,Analyticss For Data
A2620,Data Analytics Course,94,5094,215.09062325209752,24,3,3.19,1974.0,09-Nov-24,Hyderabad,Desktop,Online Data Analytics
A3242,Data Analytics Course,145,4275,185.05,25,7,4.83,1574.0,09-Nov-24,Hyderabad,Desktop,Data Anaytics Training
A3488,Data Analytics Course,139,3256,233.35,15,7,5.04,1106.0,10-Nov-24,Hyderabad,Tablet,Analyticss For Data
A3349,Data Analytics Course,148,3957,215.09062325209752,20,10,6.76,1288.0,10-Nov-24,Hyderabad,Tablet,Data Analyticss Online
A3135,Data Analytics Course,181,3948,223.51,17,4,2.21,1075.0,10-Nov-24,Hyderabad,Mobile,Analyticss For Data
A2295,Data Analytics Course,198,3444,195.91,27,4,2.02,1317.0,10-Nov-24,Hyderabad,Desktop,Data Analyticss Online
A3129,Data Analytics Course,117,5145,244.44,12,8,6.84,1498.65,10-Nov-24,Hyderabad,Mobile,Data Analyticss Online
A3118,Data Analytics Course,104,5949,216.6,28,4,3.85,1102.0,10-Nov-24,Hyderabad,Mobile,Analyticss For Data
A1755,Data Analytics Course,182,5055,232.64,26,8,4.4,1815.0,10-Nov-24,Hyderabad,Mobile,Data Anaytics Training
A2899,Data Analytics Course,139,3979,241.3,25,10,7.19,1488.0,10-Nov-24,Hyderabad,Desktop,Data Analyticss Course
A1626,Data Analytics Course,137,3702,215.41,25,9,6.57,1010.0,10-Nov-24,Hyderabad,Desktop,Learn Data Analyticss
A2043,Data Analytics Course,181,3225,190.25,22,5,2.76,1677.0,10-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A3467,Data Analytics Course,92,3226,236.27,17,6,6.52,1473.0,10-Nov-24,Hyderabad,Tablet,Data Anaytics Training
A2012,Data Analytics Course,153,5283,205.72,24,3,1.96,1591.0,10-Nov-24,Hyderabad,Desktop,Learn Data Analyticss
A1321,Data Analytics Course,99,3842,246.3,23,8,8.08,1452.0,10-Nov-24,Hyderabad,Tablet,Online Data Analytics
A1291,Data Analytics Course,86,3513,211.16,22,7,8.14,1917.0,10-Nov-24,Hyderabad,Desktop,Data Analyticss Course
A2541,Data Analytics Course,96,3091,187.57,11,7,7.29,1737.0,10-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A2628,Data Analytics Course,129,4411,180.17,28,5,3.88,1173.0,10-Nov-24,Hyderabad,Desktop,Data Analyticss Online
A3061,Data Analytics Course,91,3787,226.17,26,8,8.79,1493.0,10-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A2398,Data Analytics Course,198,4035,215.94,22,8,4.04,1498.65,10-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A3592,Data Analytics Course,152,5061,234.42,12,5,3.29,1566.0,10-Nov-24,Hyderabad,Tablet,Online Data Analytics
A2116,Data Analytics Course,150,3833,202.55,29,10,6.67,1509.0,10-Nov-24,Hyderabad,Tablet,Learn Data Analyticss
A1211,Data Analytics Course,101,3241,183.34,24,7,6.93,1483.0,10-Nov-24,Hyderabad,Tablet,Data Anaytics Training
A2612,Data Analytics Course,88,3382,198.62,25,9,10.23,1599.0,10-Nov-24,Hyderabad,Desktop,Data Anaytics Training
A3403,Data Analytics Course,123,5844,201.7,12,6,4.88,1636.0,10-Nov-24,Hyderabad,Desktop,Data Analyticss Online
A3216,Data Analytics Course,116,3026,209.03,24,9,7.76,1819.0,10-Nov-24,Hyderabad,Desktop,Data Analyticss Online
A1563,Data Analytics Course,188,3838,240.99,15,3,1.6,1951.0,10-Nov-24,Hyderabad,Mobile,Data Analyticss Course
A1693,Data Analytics Course,148,5952,186.32,14,4,2.7,1469.0,10-Nov-24,Hyderabad,Mobile,Data Analyticss Course
A3176,Data Analytics Course,137,3720,237.22,24,5,3.65,1811.0,10-Nov-24,Hyderabad,Mobile,Online Data Analytics
A3341,Data Analytics Course,148,3269,191.73,18,9,6.08,1396.0,10-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A1962,Data Analytics Course,154,3099,218.7,30,6,3.9,1366.0,10-Nov-24,Hyderabad,Desktop,Data Analyticss Online
A2710,Data Analytics Course,147,5139,245.93,29,8,5.44,1853.0,10-Nov-24,Hyderabad,Mobile,Data Analyticss Course
A2894,Data Analytics Course,157,5890,221.53,27,7,4.46,1122.0,11-Nov-24,Hyderabad,Mobile,Data Anaytics Training
A3035,Data Analytics Course,140,4283,205.02,22,7,5.0,1674.0,11-Nov-24,Hyderabad,Mobile,Data Analyticss Course
A1876,Data Analytics Course,139,3355,193.57,26,9,6.47,1961.0,11-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A2798,Data Analytics Course,183,3876,237.72,13,10,5.46,1682.0,11-Nov-24,Hyderabad,Mobile,Data Analyticss Online
A1858,Data Analytics Course,91,5609,228.27,12,10,10.99,1098.0,11-Nov-24,Hyderabad,Desktop,Analyticss For Data
A2172,Data Analytics Course,175,5732,208.46,25,3,1.71,1579.0,11-Nov-24,Hyderabad,Tablet,Data Analyticss Online
A1899,Data Analytics Course,89,3248,239.42,10,4,4.49,1498.65,11-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A2327,Data Analytics Course,84,3917,233.19,13,10,11.9,1498.65,11-Nov-24,Hyderabad,Desktop,Data Analyticss Course
A3440,Data Analytics Course,168,4904,220.19,23,6,3.57,1870.0,11-Nov-24,Hyderabad,Desktop,Learn Data Analyticss
A1357,Data Analytics Course,133,3064,221.8,22,5,3.76,1538.0,11-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A1547,Data Analytics Course,168,3392,230.77,15,9,5.36,1504.0,11-Nov-24,Hyderabad,Mobile,Online Data Analytics
A2032,Data Analytics Course,198,3500,206.88,19,6,3.03,1684.0,11-Nov-24,Hyderabad,Mobile,Analyticss For Data
A1061,Data Analytics Course,166,5089,215.09062325209752,26,7,4.22,1946.0,11-Nov-24,Hyderabad,Tablet,Analyticss For Data
A1879,Data Analytics Course,152,4662,249.13,24,7,4.61,1951.0,11-Nov-24,Hyderabad,Desktop,Online Data Analytics
A3344,Data Analytics Course,151,4107,183.81,21,10,6.62,1872.0,11-Nov-24,Hyderabad,Desktop,Data Analyticss Course
A1882,Data Analytics Course,110,4542,227.95,20,4,3.64,1423.0,11-Nov-24,Hyderabad,Desktop,Data Anaytics Training
A2331,Data Analytics Course,105,5156,201.01,25,10,9.52,1472.0,11-Nov-24,Hyderabad,Desktop,Analyticss For Data
A1375,Data Analytics Course,194,3941,240.35,27,10,5.15,1373.0,11-Nov-24,Hyderabad,Desktop,Data Analyticss Course
A2796,Data Analytics Course,121,3757,241.14,16,3,2.48,1226.0,11-Nov-24,Hyderabad,Desktop,Data Analyticss Online
A2397,Data Analytics Course,183,3540,222.14,15,3,1.64,1248.0,11-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A1140,Data Analytics Course,129,3849,249.29,22,10,7.75,1767.0,11-Nov-24,Hyderabad,Desktop,Analyticss For Data
A1046,Data Analytics Course,188,5857,222.98,20,4,2.13,1303.0,11-Nov-24,Hyderabad,Desktop,Data Anaytics Training
A3122,Data Analytics Course,107,5491,217.98,17,10,9.35,1480.0,11-Nov-24,Hyderabad,Mobile,Online Data Analytics
A2273,Data Analytics Course,97,3558,195.5,13,3,3.09,1544.0,11-Nov-24,Hyderabad,Desktop,Data Analyticss Course
